timestamp,close,signal,returns,equity
2022-10-01,19302.5,0,0.0,100000.0
2022-10-02,19054.0,0,-0.0,100000.0
2022-10-03,19617.5,0,0.0,100000.0
2022-10-04,20326.5,0,0.0,100000.0
2022-10-05,20149.0,0,-0.0,100000.0
2022-10-06,19954.5,0,-0.0,100000.0
2022-10-07,19517.5,0,-0.0,100000.0
2022-10-08,19405.0,0,-0.0,100000.0
2022-10-09,19436.5,0,0.0,100000.0
2022-10-10,19122.5,0,-0.0,100000.0
2022-10-11,19052.5,0,-0.0,100000.0
2022-10-12,19148.0,0,0.0,100000.0
2022-10-13,19366.0,0,0.0,100000.0
2022-10-14,19171.5,0,-0.0,100000.0
2022-10-15,19063.0,0,-0.0,100000.0
2022-10-16,19252.5,0,0.0,100000.0
2022-10-17,19540.0,0,0.0,100000.0
2022-10-18,19320.5,0,-0.0,100000.0
2022-10-19,19121.5,0,-0.0,100000.0
2022-10-20,19041.5,0,-0.0,100000.0
2022-10-21,19153.0,0,0.0,100000.0
2022-10-22,19189.5,0,0.0,100000.0
2022-10-23,19559.0,0,0.0,100000.0
2022-10-24,19317.0,0,-0.0,100000.0
2022-10-25,20067.0,0,0.0,100000.0
2022-10-26,20756.0,0,0.0,100000.0
2022-10-27,20283.0,0,-0.0,100000.0
2022-10-28,20585.0,0,0.0,100000.0
2022-10-29,20795.0,0,0.0,100000.0
2022-10-30,20613.5,0,-0.0,100000.0
2022-10-31,20480.0,0,-0.0,100000.0
2022-11-01,20472.5,0,-0.0,100000.0
2022-11-02,20143.5,0,-0.0,100000.0
2022-11-03,20199.5,0,0.0,100000.0
2022-11-04,21132.0,0,0.0,100000.0
2022-11-05,21290.5,0,0.0,100000.0
2022-11-06,20904.0,0,-0.0,100000.0
2022-11-07,20582.5,0,-0.0,100000.0
2022-11-08,18537.0,0,-0.0,100000.0
2022-11-09,15891.5,0,-0.0,100000.0
2022-11-10,17594.0,0,0.0,100000.0
2022-11-11,17052.0,0,-0.0,100000.0
2022-11-12,16804.0,0,-0.0,100000.0
2022-11-13,16330.5,0,-0.0,100000.0
2022-11-14,16607.5,0,0.0,100000.0
2022-11-15,16878.0,0,0.0,100000.0
2022-11-16,16643.0,0,-0.0,100000.0
2022-11-17,16688.5,0,0.0,100000.0
2022-11-18,16700.0,0,0.0,100000.0
2022-11-19,16688.0,0,-0.0,100000.0
2022-11-20,16273.5,0,-0.0,100000.0
2022-11-21,15765.5,0,-0.0,100000.0
2022-11-22,16218.5,0,0.0,100000.0
2022-11-23,16589.0,0,0.0,100000.0
2022-11-24,16594.5,0,0.0,100000.0
2022-11-25,16510.5,0,-0.0,100000.0
2022-11-26,16449.0,0,-0.0,100000.0
2022-11-27,16426.0,0,-0.0,100000.0
2022-11-28,16206.0,0,-0.0,100000.0
2022-11-29,16427.0,0,0.0,100000.0
2022-11-30,17146.5,0,0.0,100000.0
2022-12-01,16972.5,0,-0.0,100000.0
2022-12-02,17083.5,0,0.0,100000.0
2022-12-03,16881.0,0,-0.0,100000.0
2022-12-04,17096.0,0,0.0,100000.0
2022-12-05,16966.0,0,-0.0,100000.0
2022-12-06,17081.5,0,0.0,100000.0
2022-12-07,16823.0,0,-0.0,100000.0
2022-12-08,17209.5,0,0.0,100000.0
2022-12-09,17116.0,0,-0.0,100000.0
2022-12-10,17121.0,0,0.0,100000.0
2022-12-11,17078.0,0,-0.0,100000.0
2022-12-12,17194.0,0,0.0,100000.0
2022-12-13,17764.5,0,0.0,100000.0
2022-12-14,17790.0,0,0.0,100000.0
2022-12-15,17353.5,0,-0.0,100000.0
2022-12-16,16634.0,0,-0.0,100000.0
2022-12-17,16770.5,0,0.0,100000.0
2022-12-18,16729.5,0,-0.0,100000.0
2022-12-19,16432.5,0,-0.0,100000.0
2022-12-20,16890.0,0,0.0,100000.0
2022-12-21,16822.0,0,-0.0,100000.0
2022-12-22,16832.5,0,0.0,100000.0
2022-12-23,16785.0,0,-0.0,100000.0
2022-12-24,16828.5,0,0.0,100000.0
2022-12-25,16825.0,0,-0.0,100000.0
2022-12-26,16911.0,0,0.0,100000.0
2022-12-27,16709.0,0,-0.0,100000.0
2022-12-28,16546.5,0,-0.0,100000.0
